Bryan me saca fotos todo el puto tiempo pero son un escracho jajajssjsjjs, aver si se pone la 10 y me saca cuando toy re perra https://twitter.com/NatuBiglione/status/1112501246588522497 …	0
La justicia es responsable, lo de patriarcal esta de mas,  poner esa palabra hace que no se te tome en serio por feminazi	0
Muchos de los que van de innovadores, fliparían con lo que hacía Chicho hace la torta de años. El puto amo.	0
Para nada conspiranoico, ahora ir a una marcha lgbt con banderas del che guevara, siendo este un maltratador homosexual, diciendo la revolución no nesecita peluqueros,eso me parece ridiculo ,	0
El mundo es la cara de un bebé y nuestra opinión es un trozo de queso: da un chorro de risa aventarla en su cara pero es sumamente idiota hacerlo.	0
Que ganas de gritar MISÓGINO DE MIERDA pero después la feminazi soy yo	0
jajajajajajajaja maldito puto que sos	1
Te quedaste sin el pan y sin la torta por imbecil !! Io te lo dije 	0
Es un traidor como todo zurdo asqueroso ladron y manipulador ya nadie le cree	1
Igual que el chaval que tienes en tu tweet fijado, feminista? de mierda\nO es que tú si y yo no por tener tú coño	1
#StarWars\nLeo a mucha gente decir que en este año entre The Last Jedi y #EpisodeIX Kylo ha estado solo con su oscuridad; yo me lo imagino en un trono negro, rodeado de esclavas\ntwi'lek, y poniendo a luchar a Stormtroopers duelos a muerte por diversión.\n\nEl puto amo vaya. pic.twitter.com/EfKrM9duh8	0
"miley cambió la letra de ""santa baby"" y la convirtió en una canción feminista y la amo. una parte dice ""me encantaría saber que mi culo no será agarrado en el trabajo por algún idiota ignorante"". she did THAT\n\npic.twitter.com/IbIPMlCvrZ"	0
Alguien puede haber sido una persona mezquina y tóxica, pero alegrarte de que le maten a tiros SIENDO UN CHIQUILLO es de ser entre gilipollas y un puto saco de mierda sinceramente	0
yo me leí mi horóscopo chino y va a ser un año de mierda, como el de leo sea igual me meto debajo de esa manta a llorar :_	0
"Ya cuando dice ""feminazi"" todo lo que siga  después pierde razón de ser leído"	0
RT: @PrimerPedal ¿Qué se cree comunista corrupta?  Para atacar El Diario EXPRESO hay que estar embarrado con la Empresa corrupta ODEBRECHET, por eso atacan loa corruptos y corruptas	0
Empezaste a vomitar tu odio comunista de mierda !!! #comunistademierda @Hugo_Gutierrez_	1
Escucho a este puto ruso de mierda y de verdad no sé si realmente se cree las barbaridades que dice... Lo que pasa es que después quién les lava el dinero... Escuchar decir que enviaron ayuda cuando su presidente dijo que no tenía información #RusosMentirosos	1
No me jodas. Vete a tomar por culo que llevas 15 años dando la murga con el catalán en el colegio. \n\nSerrat debería hacérselo mirar cuando tanto fascista de mierda le aplaude	1
"Si algo me enseñó Sangre por sangre es que los cabrones como Miclo que dicen ""Podré ser blanco por fuera pero por dentro soy moreno"" son unos traicioneros de mierda. Mató a Montana el weon y éste ya no pudo ver a su morrita. Culero."	0
Que maldito hipócrita sos Falla, llegará el día en el que realmente sufrirás las consecuencias de solo ser la perra fiel.\nNo te importa el pais, ladras hacia quienes tus amos odian, vergüenza de ser humano y no digamos de “profesional”. \n¡¡Esbirro!!	1
La Vanguardia dice que si a una mujer la agreden porque sus hijos retiran lazos amarillos y la llaman extranjera de mierda, no hay móvil político. El nacionalismo siempre es xenofobia. El catalanismo es racismo.	0
En serio que no puedo creer lo imbecil que es la gente. \nEsta vendiendo a los cachorros de su perra PERO ELLA NO LUCRA CON LOS ANIMALES. ok pic.twitter.com/ynukWADfOB	0
Cállate chavista de mierda, cómo se va a respetar a un desgraciado que contribuyó a la destrucción y miseria de un país entero, solo para ir de paseo en un Ferrari al lado de una puta cara.	1
Ay marica	1
Esa mujer admira al genocida del Caribe, que gracias a Dios ya se fue al infierno, pero aún queda el hermano. Esta carta la envió el maldito Castro al gorila Chávez, allí muestra su verdadera personalidad, pero esta Sra. LO ADMIRA!!! https://www.youtube.com/watch?v=fKUpeL1x9pM&t=67s …	0
me da bronca que se haga la feminista y después trate de puta o se crea mejor que cualquier chica que le caiga mal	1
Ala, era un indio que le desterraron por matar a su mujer y se fue al bosque y se volvió loco	0
No es partido si el marica de Gago no se lesiona no?	0
Sí pero No\nEl verdadero problema es el analfabetismo de los papás de los descerebrados ignorantes racistas de sus hijit@s soplapollas. Que su mayor aspiración es salir en la tele...de público,por un puto bocadillo de mierda pensando cuál será la viceversa de mujeres/hombres\nO no?	1
Jajajajja que leyes pues perra comunista. Anda cavando tu tumba el 23 mueren malpatidos hdp. Tu elefante NARCO ASESINO MUERE JAJAJAJAJAJA. VIVA  LIBRE. FUERA VENECOS CHAVURRISTAS.	1
mi novio, un géminis abogado: *se carcajea del humor negro de #LaCasaDeJack*\n\nyo, ascendente géminis: *se carcajea del humor negro de #LaCasaDeJack*\n\nyo, un aries: no mames, huye ya o en un futuro este te va a matar.	0
@paologuerrero9 chupame la pija puto. De que huevos hablas?	1
(2) El chavista corrupto Kelvin Jimenez con su esposa Angi Arias roba como Gerente en VTV y ministerios emigra y funda empresas lavando $$$ tforesthouse kclas #VenezolanosEnLima #VenezolanosEnPeru #ChavistasQueHuyen VER MÁS:  https://twitter.com/cazarojitos/status/1062426668776783873 …pic.twitter.com/wu5Y7joaEC	0
No importa que una aventura no acabe.\n#suelepasar	0
Maldita feminazi,  a ti no te importan los niños https://twitter.com/SoniaVivasRive3/status/1156976539700998151 …	1
marica Luna se acaba de comer MEDIA CEBOLLA QUE TENÍA PARA HACER UNA TORTILLA	0
Representación de@los más bajo que@puede llegar un ser humano, rata comunista azquerosa, asesino de su propia gente, repartió muerte y secuestros por toda centro y sur America , la mentira personificada bueno un comunista ladron mas!	1
tu eres marica, puro chivo en esa verga jsjssj	1
Que risa viejo careraja...gracias a Dios soy un trabajador que puedo andar con la frente en alto en las calle sin que me griten ladron corrupto o donde dejastes la.plata que robastes en el banco de talca.  Eres muy cara de payaso.	0
Tampoco podría explicarlo  pero es satisfactorio apachurrar y ver salir un puntito negro jiji. Changos, si que se escucha asqueroso jaja	0
Así está el pais.......la mentalidad mediocre de esta mujer es absoluta quizás con el menos malo haciendo las auditorías que corresponde se normalizan las instituciones	0
Ese ladron maldito de mierda	0
Y vos sos un chorro de mierda. Todo lo que tenés es robado puto cerebro quemado	1
"Queda feo que le digas ""puto"" a un gay o ""torta"" a una lesbiana, excepto entre nosotros, entre nosotros nos podemos decir de todo que jamás quedará mal visto"	0
Ves un pichón de facho y pichón en política, no entiendes nada. Sigue tu camino, sapo que a fachas no sigo.	1
Un fascista de mierda defendiendo a una pandilla de fascistas hijos de puta.\nA un ser querido vuestro metía en una cuneta. Haber si así empezáis a pensar un poquito.	1
Lorenzo y Calloia terminaron procesados, en tercera instancia, eso es cierto. Pero yo no lo llamaría “chorros”. Raúl fundió Ancap, cierto, pero por un short y un colchón no sé si llamarlo “chorro”. Para mi es burro.	0
Es que dale, va más allá de ser hombre o ser mujer, pegarle a una forra de mierda, facista encima, no es violencia de género, es encajarle una piña x forra.\nLo haría con hombres, personas de la comunidad lgbt, TODO. No es por sus condiciones o lo que sea, es por sus ideales.	1
No entiendo cómo gente inteligente se deje gobernar por mediocres.	0
#buenjueves ¿Ya se dijo que la diferencia entre macho y facho es sólo una letra?	1
@DNDConsumidor el banco nacion nos.mantiene cautivos y nos.esta estafando. No quiero seguir siendo un cliente esclavo de ese mediocre banco y servicios lastimosos.	0
Pero como me vas a cagar la penca así negro hdp	1
Ni falta que te sobra!!! Yo sólo quiero que pidan perdón y paguen los grandisimos hijos de puta que abusando de su superioridad en fuerza obligan a hacer a una mujer lo que no desea, y no tiene porqué ser abuso sexual.	0
@juanes eres un hijo de puta. Sabes que Israel MATA niños mujer diestra y siniestra. Ojalá te pudras gran hijo de puta. Eres un inconsciente.	1
de @naparmendariz \n\nEsto es terrible, el comunista socialista demente de Nicolás Maduro acaba de ordenar que 25000 toneladas de ayuda humanitaria sea tirada al río porque según este mediocre: Venezuela no necesita ayuda y no existe escasez alimenticia pic.twitter.com/I6aduiPFSv	1
Cuando arranquen las prácticas pedazo de un brisco	0
Esta es una de las fotos que más me gustó de todas, tanto que hasta la tengo como fondo de pantalla.\nPero marico me perturba que tenga el maldito punto negro en el sol, se que yo mismo lo puedo hacer con Photoshop pero que ladilla pic.twitter.com/n9JEP0mOG5	0
Exacto, cuando tienes un sistema corrupto tienes que tenes ministerios corruptos que te ayuden y que el mas importante es decir el de economía sea controlado y liderado por un corrupto zurdo aliado del sistema	1
Un comunista e ignorante mas. WTF	0
puto cerdo te has cagado encima maricon asqueroso	1
No hables tanta paja chavista comunista que ningún diálogo va a llegar a nada no seas iluso tú eres un comunista ladron.	1
Talaberga era lo más puto asqueroso, todavía amarraban la bolsa y le hacían un hoyito abajo para chupar las enchiladas no mames jjajja	1
Mentiroso de mierda me voy a cojer a tu mujer	1
Ehh totalmente puto calentamiento global y puta mierda todo	0
Un comunista de mierda dando lecciones, piérdete imbécil.	1
Si hablas de Felipe Mantequilla parece que no te has enterado que ha arrugado más de una vez...	0
Eres un mentiroso o un ignorante , la ppr está desde el 26 de marzo del 2015 , años antes de los crimenes de Diana y Laura. La cadena perpetua no salva vidas , la inversion en una educacion publica feminista y de calidad si .	0
Parte mil	0
Lo que más desprecio es el facho pobre, haciendo proselitismo de derecha	1
Tengo los huevos echos dos cubitos de hielo JJAAJA que chino de mierda	1
Aqui una foto que me quedó como el puto culo, pero bueno, la pasas a blanco y negro y ala, dpm queda xddddd pic.twitter.com/RLvE4ziSWS	0
y a vos que verga te calienta quien se chamuya a mi novia argolluda preocupate porque te atiendan bien y por limpiarte la cajeta que tenes una crosta de mugre impresionante imbecil	1
Fue el montaje de un dictador comunista para tener la excusa de encarcelar opositores. ¿Te lo dibujo para que lo entiendas, esbirro asqueroso?	0
En Panamá le dicen mamon chino	0
El viernes me compre una torta en una tienda donde intentaron ser amigables. Jamás vuelvo a ir. Voy por una cochina torta, no por tu amistad burro . O sea ya! perdieron a un cliente.	0
Dios, que perra de mierda. Llora muchísimo	0
realmente solo me gustaría tener hijos si fueran lgbt, pero con la suerte de mierda que tengo fijo que me salen heteros y de derechas :_________________	0
Esos contenedores están vacíos y fueron a darle una vuelta a la manzana. Pura propaganda comunista mediocre y conspiradora y de paso cara dura	1
Mi prima es bisexual y mi abuela le dice “ay no, si me quieren matar díganme que son lesbianas” encima mi abuela le dice “si te gustan las mujeres por qué estás con hombres?” ES BISEXUAL. Jaja si supiera que somos dos, y a mí me repugnan los hombres, fav y le digo que soy torta	0
Aprende a escribir primero. Jalabola chavista de mierda.	1
Excelente tu opinión, casi se me olvida que fuiste un chavista de mierda.	0
Si escuchas cumbia sos negro, pop puto, clásica aburrido, rock falopero, electrónica cheto. Lo mejor es no escuchar lo que dice la gente..	0
@chino_navarro chino sos una maquina de hablar boludeces no podes ser tan estupido...	0
Tengo el maldito gol atorado en la garganta y nada marica jdhfejdvdjdbjf\n\n#ColSeBailaAQatar	0
Siempre sos bienvenido maldito negro 	0
Muy negro sos vos petero d mierda	1
Cuando sientes pasion o el proposito de Dios en tu vida es imposible dejarlo ir\n\nY dije: No me acordaré más de él, ni hablaré más en su nombre; no obstante, había en mi corazón como un fuego ardiente metido en mis huesos; traté de sufrirlo, y no pude.\nJeremías 20:9	0
Ve el cerro tu maldito animal y mamale el guevo a tus amos mardito chavista escualido	1
Quien querría ser un negro sucio que abandona y compra partidos?https://twitter.com/HumorrBostero/status/1075107279568023552 …	1
Si les diera estas pistas:\n\n1) El mas mentiroso\n2) El más corrupto\n3) El destructor del país\n4) El más comunista\n5) El más engaña bobos\n6) El más incumplido\n\n¿Me podrían decir de quien se trata? \nEs para una tarea. \n\nEspero sus respuestas	0
Que triste el mundo en que vivimos , el día de ayer una mujer agredió a mi tío , en santa Mónica California, solo por estacionar su vehículo frente a su casa , le gritó indio , le dijo que era un puto taxista, incluso lo amenazó porque pensó que era inmigrante.	0
"Tendría que ver cuántos libros vende, pero la mayoría de las presentaciones del zaparrastroso son organizadas por los municipios de manera ""gratuita"". Es otro zurdo de mierda viviendo muy bien gracias al estado."	1
Hijo de puta el burro hablando de orejas	0
A que marica y las reuniones suyas que suéltela puessss	1
Pensar así no te hace ser feminazi. ¿QUÉ CHINGADOS?	0
"Omg tremendo libro ""Ninguna mujer nace puta"" de Maria Galindo y Sonia Sánchez"	0
Ladron defende a los trabajadores cuanta torta te da mauri ? Y decis que no hay alternativas de cambio hdp ! Queres que sigamos  cagandonos de hambre se supone que estas para representarnos y lo unico que haces es llenarte loa bolsillos lacra	0
Para que puta habla de Cerro este asqueroso, le traicionó al país y tiene cara para hablar de gente que promete cosas. Puto de mierda carajo https://twitter.com/Futgol970py/status/1119740565934039040 …	1
No sólo indemne, sino que quedó como el primer patriota recien bajado de un OVNI que pide que se haga justicia, un ridiculo similar a Rial siendo el primer feminista. Asqueroso, pero lo importante es que NOSOTROS no nos olvidemos de quienes fueron.	0
Obvio, porque ella es la única que puede determinar qué es una mujer libre, y puede juzgar a una mujer como vulgar (qué término más machista y facho), y peor, sin conocerla puede afirmar QUE NO TIENE EDUCACIÓN. https://twitter.com/pulmonarios/status/1141354467683491845 …	0
Tu me llamas ignorante y yo te llamo inculto.\nY que cojan los colores de la bandera sueca  no honra para nada a ese país. Podía haber sido un barco chino el primero en pasar y el uniforme sería rojo. Y no por un homenaje a China. ¡qué no te enteras!	0
el patucho maldito.criminal en igualed condiciones ed cobarde. http://denuncie.grite.no  tirne calidad moral marica igusl que correa.degenerado come negro.baila el amante bandido y edtoy salienfo co un chavon	1
jajajaja... onda cuerpos pintados... pasa piola..... el trolo se encaga de la emoción ....o en esta pasada perdió?	1
Conste marica, ya habló.	1
Sí un hombre tiene vello corporal nadie le dice nada, pero si una mujer lo tiene es un simio sucio nazi, pese a que a ambos les crece naturalmente. Hay una evidente doble moral que sataniza a la mujer.	0
Claro q si, hacete unas torta fritas también pq con el clima de mierda capas q lo compras y empieza a ser frío y llueve torrencialmente	0
Bien, chiquito, atendiendo a tremendo facho https://twitter.com/AmericaTV/status/1075208235001368576 …	1
Ajja por último nosotros no pedimos ayuda para salvarnos ajajaj como tu po zorra hdp	1
Me tocó una obra en una escuela donde el vicedirector es un trolo ortiva. https://twitter.com/Orianajuncotop/status/788846770356756481 …	1
Kayate maldito prianista lla pazates x tu torta y tu frucsi, gano más í la pago más rápido :v https://twitter.com/mirirubio99/status/1074790156299919361 …	1
Jajajajajajaj q chino hdp https://twitter.com/FlavioGarciaSeo/status/1074954395102662657 …	1
Yo lo acoto más... El discurso del folla putas, vividor de mierda, es una oda a la mierda fascista de la España más retrógrada y apestosa de la historia.	1
Entendistes bien, una trucha la mina . Y el tarado d del.moro sigue operando para el gobierno....	0
Loco tu mujer es una perra una diabla mira como me ladra y me dice 	1
Cualquiera es zurdo o puto con la guita o el culo ajeno respectivamente.\nMe parece perfecto q reconstruyan Notre Dame.	1
Y se equivoca no soy fujimorista primero soy mujer y madre y a mí no me gustaría que un payaso que quiere tener sus 5 minutos de fama me falte el respeto a mí eso no me da risa.	0
Oe chucha tu madre, yo por ejemplo respeto que seas un hijo de puta, eso no me molesta, que tu hija, hermana o tu mujer se hagan cachar con un perro, burro o un cerdo; ese es tu problema, yo lo respeto, hombres respetan a mujeres y viceversa, troglodita socialconfuso	1
Págate esa birra no seas marica	0
La idiota de Ernestina no deja hablar a nadie y nadie le da bola que se ocupe mejor del chorro de su sobrino ni habla la boca si no saca de la compu inservible  #MartesIntratables	0
Lula da Silva, Cómplice y artífice del saqueo más grande de la historia de los pueblos latinoamericanos. Éste comunista debe pagar completa su condena por ladrón y corrupto. Falta juzgar a sus compinches; Cristina, Evo, Rafael, Daniel y Raúl Castro. Ya Dios hizo su parte.	0
Sed de otredad	0
Jajajja que va decir ese maricon si es hincha del Medellín, el tenía que decir eso para quedar bien con su pueblo! – en Parque Modelo	0
Estoy así  de mandar a la verga a los homofóbicos, femichairas pederas y gente que siga trepada en el puto mame de la pinche perra sirenita. Primer aviso alv. 	1
Gordo, negro y puto. Vende patria como MM. Estas matando al fútbol argentino, sos la mierda del fútbol. No sabes sumar, sólo sabes restar. Llegaste a ser presidente, robando.\nYa te va llegar tu hora, chorro.	1
"Siempre pasa lo mismo con esta justicia de mierda. Una mujer denuncia diez mil veces q es maltratada, abusada, tiene todas las pruebas y ni cabida le dan, llegan al punto de que las maten para ""hacer algo"", siempre va hacer asi? Es en serio esto? Estoy harta, HARTA de todo esto"	0
"Bueno uno que me gustaba dijo ""negro de mierda"",  así que mis probabilidades de volver a hablarle son 0% claramente"	0
Qué interesante. —y ahí muere la conversación.	0
callate puto	1
Cerrá el orto zurdo de mierda, ¿Querés bajar y nos fajamos boludo?, ¿QUERÉS BAJAR Y NOS FAJAMOS?	1
Pasa que vos chino maldito entras cuando yo salgo de trabajar... Jajaja	1
En mi universidad está pintado el Che Guevara con la bandera lgbt!¡!! dioooos todo bien con q seas un fanático comunista antisistema, pero haciendo cosas así aparte de ser un pelotudo estás siendo un ignorante irrespetuoso	0
que tristeza da esta ramera de @carlaangola su desesperacion y protagonismo barato dan ganas de vomitar por eso y mil cosas! Mas nunca volveran! HDLGP	1
Jajajaja chupala negro puto	1
Pero para lo que a jugado Messi siempre, no creo que sea tan malo como para que en dos UCL Seguidas te saquen y sigas poniendo la misma tactica, no veo a Messi tan mediocre como el puto Valverde, lo pero es que este va a quemar al que venga	0
Como les duele el liderazgo de @MariaCorinaYA . Esta cuerda de vividores, parásitos de mierda. El que se oponga a esta decisión es un chavista cooperante	0
Eres el puto cáncer del cr, me das asco puta feminazi siempre metiendote en salseo para llenar tu baja autoestima deja… — Vale pero hinchar es con h, analfabeto https://curiouscat.me/Hellotailface/post/797710505?t=1551048232 …	1
A 45 años del criminal golpe fascista #AllendeVive\n\nSeguiremos luchando por verdad y justicia plena!!!\n\n#45AñosDelGolpe #11deSeptiembre pic.twitter.com/BwNdCZNhdt	0
#Marvel cree que soy marica e iré a ver nuevamente #AvengersEndGame y gastare mi dinero por un par de estupidos minutos de escenas eliminadas y postcredito Y PUES NO SE EQUIVOCAN HIJUEPUTAAAASSSSS YA QUIERO QUE SALGA.	0
Mira la patada que dio el negro sucio ese y Latorre ve un quite, se metio tan adentro el dildo hoy que le esta haciendo ver las estrellas y no las jugadas.	1
Vuelven los tiempos de “Mejor matar a 100 inocentes a que escape un fascista”, Dolores Ibarruri Pasionaria dixit. La misma que dijo del diputado Calvo Sotelo, asesinado por la guardia de Indalecio Prieto: Es la última vez que este hombre ha hablado.	0
"Cuánta razón tenía Natalia Lafourcade cuando desde el 2000 ya cantaba ""pero el planeta gira gira  a la derecha"".  \n\nQue te digo Natalia, este mundo de mierda cada vez se está volviendo más fascista."	0
Esta quiere pegar una re confianza no sé q onda jajaja	0
Tamo negro puto Jaj pic.twitter.com/PwcCjPVg5f	1
Aparte de la torta te olvidaste el smirnof de manzana pamela idiota	0
Que manera de tirarse el negro puto de villa	1
Pues a mi si me parce incoherente un gay facho. Así como un negro facho. Y eso es lo que le señala pero ok.	1
Calla comunista de mierda, estas destruyendo al Pais, Cagada !!! https://twitter.com/IDL_Rivera/status/1072296493309136897 …	1
¡Es un maldito puto y culero! y escuche de muchos ojetes buena onda protectores de animales que le andan buscando  y al que lo defienda tbn!! . Ya mero , ya mero por ahí leí ...	0
Viste que si eres un indio de mierda @evoespueblo? pic.twitter.com/0YgQ3YbmLv	1
Y si aprovechas el asesinato de Laura para pedir el endurecimiento de las penas en lugar de denunciar la desprotección de la mujer también, puto machista miserable.	1
El tema es cuando en parciales de materias sociales como por ejemplo “psicosociologia” u otras te explican las cosas con un tinte comunista y te hacen rendir con esas ideas. Eso si es adoctrinamiento, y cualquier idea fuera de esa ideología está mal o la tildan de facho	1
@CNCOmusic ¿Que quién te vuelve loca?	0
Que maricon andaba hoy Lionel	1
Alimentar teoría de que somos lo que somos por que llegó el español ladrón y se mezcló con el indio flojo y el negro bruto, que no hace mucho se ha leído en este intercambio, es de una estupidez estratosférica e impide el trabajar en las verdaderas causas de nuestros problema	1
Puto Dani de mierda se ha quedado dormido viendo una película, hasta en los momentos de acción con ruidos repentinos y estridentes se ha mantenido firme, valiente hijo de puta pic.twitter.com/jgjoO0UIAE	0
Mamate un huevo maldito marisco vas arder en el infierno con toda tu maldita revolución ladrón de mierda asesino	1
@Nacho_Abad mas vale que antes de hablar e informar, te informes¡¡¡¡¡ puto calvo de mierda y dejes de meter mierda ante un club como es el Real Valladolid, que ahora deberia de estar denunciandote por mentir¡¡¡¡¡¡ Ignorante'¡¡¡¡¡	1
Quien chucha te crees tu ladron ctm hdp, voy contando los días para sacarte la rctm así tus cojudos de seguridad estén a tu lado, te voy a meter una q pedirás perdón al país arrodillado ctm	0
Puta madre como de tu re verguisima perra madre, la neta te hicieron nada más para no tirar la leche pinche queso con olor a patas de un puto deportista alv >:v @JorgeBernabeCR tq chiquito ♡	1
porfavor si esta mujer sigue yendo a los partidos de fomento me va a matar de amor	0
La verdad es que lo que no quieren es que lleguen pobres... no le hacen asco al migrante rico, por muy mierda que sea... el problema es el pobre o el negro o el cara de indio... a esos les temen. País de mierda este que estamos construyendo. Vomitivo	0
Este además de inútil es un gran payaso demagogoy oportunista ,se subió al colectivo feminista sin boleto,tiene menos calle q Venecia.	0
What?  Ay no! Esa vieja maldita de la @Milena_Escalon si se pasa de mierda...porque no se muere digo yo...ya basta de tanto aguantar estas pendejadas de la vieja zorra esa..santa ana merece respeto y esa vieja puta merece ser linchada..despellejada viva..puta mae!	1
Chinga tu madre puto chivo de mierda!!! Por agachados como tú el higuera hace mierda la historia de chivas,PENDEJOTE ESTÚPIDO MIERDAAAAAA!!!!!	1
Y por qué vamos a tener que pagarte la pensión a ti siendo una fascista de mierda?  https://twitter.com/paatri_guerrero/status/1139115343413161986 …	1
callate negro traído para ser esclavo	1
Vida hptaaa matheuuus marica	1
Por mala leche negro de mierda	1
Me parece muy asqueroso ver a los tíos heteros metiéndoles mano a sus parejas a saco en público. Besitos y todo eso pues ok me da igual pero es que estáis siempre igual y qué puto assssco https://twitter.com/adeFAYE_/status/1106850493354176512 …	0
Pues no me ha soltado hoy el puto Google Maps que siga recto por la siguiente rotonda? Menudos hijos de puta con su humor negro.	0
se llama DIÁLOGO, fascista de mierda!	1
esta mujer u lo que sea no tiener limites es como una puta pulga siempre pegada a la mierda	1
Ejemplo: McDonalds (Arcos dorados) JAJAJAJAJA que pedazo de idiota trolazo! 	1
"No voy a seguir discutiendo con alguien que utiliza el término ""negro de mierda"" para denigrar a una parte de la sociedad. Ojalá algun dia te cures de ese odio que te tiene cegado."	0
Oye @TheRAFITI69 aprovechándome de que estas despierto quiero decirte que me pasa algo con odyssey, estaba en mi dificultad normal y tratando de matar a los cíclopes cada intento me hacían más daño sin siquiera tocarme, como si el juego fuera injusto, es porque soy negro? Help me	0
Muchachitos calientes ! 	0
@jesuisesperanza oiah UNA trola asumida de torta asesina..\nQue raro! Por lo común se las encuentra en cuatro frente a su amo. Es así? Ud que sabe cuente	1
Tu si que incendias todo comunista de mierda	1
Cuanto zurdo maldiciendo y queríendose matar, grande Agustín sigue poniendo en evidencia tanta falacia progre.	1
Que ridiculo es solo cuando el hombre agrede a la mujer *lease con sarcasmo*	0
Hay gente en situación de calle que SE NIEGA a ir a un refugio; no se les puede obligar , se judicializa y hasta ahi se puede llegar. Tengo varias y varios cerca, tienen terror de que los obliguen a ir, les damos sgua,comida,ropa limpia,converso con ellos.	0
Apuesto que el weveta que escribió la columna de La Tercera, es facho y del Colo. Si o no?	0
"La noticia tiene un error SRES. No es que van a ""aprobar"" sino que tienen indicios para probar que el bandido comunista de iglesias y su partido de mierda...recibió financiamiento del régimen venezolano .ENTENDIDO?......DE NADA."	1
Mi perra no me deja dormir xq ronca la hdp	0
Los asiáticos de mierda en Guanipa,Edo.Anzoátegui no aceptan los billetes de 2 soberanos ayer escuché un hijo de puta chino decir que sólo sirve para limpiarse el culo donde están las autoridades locales	1
Mucho ánimo Kattan\nSi lo hace Larin, chino flores o cualquier otro payaso es una gran gracia para ellos, pero como es joven y no se la pica de estrellita ya lo quieren sacrificar, Cara arriba y bendiciones crack!	0
@soyfdelrincon \nEl pueblo entero de Guatemala,ha descubierto los actos de corrupción,y de la cooptacion del sistema de justicia por parte de Telma Aldana. Exigimos que se presente a la justicia. Ud. o es comunista, fafero, o idiota.	1
